race_id,candidates,inc,inc_party,inc_party,inc_R,inc_results,state,abbrev,rival,year
PA_gov_2010,"['Tom Corbett (R), 54.5', '\nDan Onorato (D), 45.5', '\n\n']","Ed Rendell
",D,"Democratic
",0,"Term-limited, Republican victory
",Pennsylvania,PA,"Tom Corbett (R), 54.5",2010
PA_gov_2014,['√ Tom Wolf (D)[23] Tom Corbett (R)\n'],Tom Corbett,R,Republican,1,Incumbent lost re-election.Democratic gain,Pennsylvania,PA,"√ Tom Wolf (D)[23] Tom Corbett (R)
",2014
RI_gov_1976,"['John Garrahy (Democratic) 54.82', '  James Taft (Republican) 44.71', '  John C. Swift (Independent) 0.32', '\n']","Philip W. Noel
",D,"Democratic
",0,"Retired, Democratic victory
",Rhode_Island,RI,John Garrahy (Democratic) 54.82,1976
RI_gov_1978,"['Lincoln Almond (Republican) 30.7', 'Joseph A. Doorley (Independent) 6.5', '\n']","John Garrahy
",D,"Democratic
",0,"Re-elected, 62.8%
",Rhode_Island,RI,Lincoln Almond (Republican) 30.7,1978
RI_gov_1980,"['Buddy Cianci (Republican) 26.9', '\n']","John Garrahy
",D,"Democratic
",0,"Re-elected, 73.7%
",Rhode_Island,RI,Buddy Cianci (Republican) 26.9,1980
RI_gov_1982,"['Vincent Marzullo (Republican) 23.6', 'Hilary R. Salk (Independent) 2.1', 'Peter Van Daam (Independent) 1.0', '\n']","John Garrahy
",D,"Democratic
",0,"Re-elected, 73.3%
",Rhode_Island,RI,Vincent Marzullo (Republican) 23.6,1982
RI_gov_1984,"['Edward D. DiPrete (Republican) 60.0', 'Anthony J. Solomon (Democratic) 40.0', '\n']","John Garrahy
",D,"Democratic
",0,"Retired, Republican victory
",Rhode_Island,RI,Edward D. DiPrete (Republican) 60.0,1984
RI_gov_1986,"['Bruce Sundlun (Democratic) 32.4', 'Robert Healey (Cool Moose) 1.9', 'Tony Affigne (Citizens) 1.1', '\n']","Edward D. DiPrete
",R,"Republican
",1,"Re-elected, 64.7%
",Rhode_Island,RI,Bruce Sundlun (Democratic) 32.4,1986
RI_gov_1988,"['Bruce Sundlun (Democratic) 49.2', '\n']","Edward D. DiPrete
",R,"Republican
",1,"Re-elected, 50.8%
",Rhode_Island,RI,Bruce Sundlun (Democratic) 49.2,1988
RI_gov_1990,"['Bruce Sundlun (Democratic) 74.2', '\n']","Edward D. DiPrete
",R,"Republican
",1,"Defeated, 25.8%
",Rhode_Island,RI,Bruce Sundlun (Democratic) 74.2,1990
RI_gov_1992,"['Elizabeth Leonard (Republican) 35.5', 'Joseph Devine (Reform) 3.5', 'Jack Potter (Natural Law) 0.4', 'John Staradumsky (Independent) 0.4', '\n']","Bruce Sundlun
",D,"Democratic
",0,"Re-elected, 63.7%
",Rhode_Island,RI,Elizabeth Leonard (Republican) 35.5,1992
RI_gov_1994,"['Lincoln Almond (Republican) 47.4', 'Myrth York (Democratic) 43.5', 'Bob Healey (Independent) 9.1', '\n']","Bruce Sundlun
",D,"Democratic
",0,"Defeated in primary, Republican victory
",Rhode_Island,RI,Lincoln Almond (Republican) 47.4,1994
RI_gov_1998,"['Myrth York (Democratic) 42.1', 'Bob Healey (Cool Moose) 6.3', 'John Patrick (Reform) 0.6', '\n']","Lincoln Almond
",R,"Republican
",1,"Re-elected, 51.0%
",Rhode_Island,RI,Myrth York (Democratic) 42.1,1998
RI_gov_2002,"['Don Carcieri (Republican) 54.8', '  Myrth York (Democratic) 45.2', '\n']","Lincoln Almond
",R,"Republican
",1,"Term-limited, Republican victory
",Rhode_Island,RI,Don Carcieri (Republican) 54.8,2002
RI_gov_2006,"['Don Carcieri (R) 51', ' Charlie Fogarty (D) 49', '\n']","Don Carcieri
",R,"Republican
",1,"Re-elected
",Rhode_Island,RI,Don Carcieri (R) 51,2006
RI_gov_2010,"['Lincoln Chafee (I), 36.1', '\nJohn Robitaille (R), 33.6', '\nFrank Caprio (D), 23.0', '\n\n']","Don Carcieri
",R,"Republican
",1,"Term-limited, Independent victory
",Rhode_Island,RI,"Lincoln Chafee (I), 36.1",2010
RI_gov_2014,['√ Gina Raimondo (D)[23]Allan Fung (R)[23] Bob Healey (Moderate)  Kate Fletcher (I)Leon Kayarian (I)\n'],Lincoln Chafee,D,Democratic,0,Incumbent retired.Democratic hold,Rhode_Island,RI,"√ Gina Raimondo (D)[23]Allan Fung (R)[23] Bob Healey (Moderate)  Kate Fletcher (I)Leon Kayarian (I)
",2014
SC_gov_1978,"['Richard Riley (Democratic) 61.9', 'Edward Lunn Young (Republican) 38.1', '\n']","James B. Edwards
",R,"Republican
",1,"Term-limited, Democratic victory
",South_Carolina,SC,Richard Riley (Democratic) 61.9,1978
SC_gov_1982,"['W. D. Workman Jr. (Republican) 30.2', '\n']","Richard Riley
",D,"Democratic
",0,"Re-elected, 69.8%
",South_Carolina,SC,W. D. Workman Jr. (Republican) 30.2,1982
SC_gov_1986,"['Carroll A. Campbell Jr. (Republican) 51.0', 'Michael R. Daniel (Democratic) 47.9', 'William H. Griffin (Libertarian) 0.6', '\n']","Richard Riley
",D,"Democratic
",0,"Term-limited, Republican victory
",South_Carolina,SC,"Carroll A. Campbell, Jr. (Republican) 51.0",1986
SC_gov_1990,"['Theo Mitchell (Democratic) 27.9', 'John R. Peeples, Jr. (American) 2.3', '\n']","Carroll A. Campbell, Jr.
",R,"Republican
",1,"Re-elected, 69.5%
",South_Carolina,SC,Theo Mitchell (Democratic) 27.9,1990
SC_gov_1994,"['David Beasley (Republican) 50.4', 'Nick Theodore (Democratic) 47.9', 'John Peeples (Taxpayers) 0.9', 'Wayne Griffin (New Alliance) 0.6', '\n']","Carroll Campbell
",R,"Republican
",1,"Term-limited, Republican victory
",South_Carolina,SC,David Beasley (Republican) 50.4,1994
SC_gov_1998,"['Jim Hodges (Democratic) 53.2', 'Timothy Moultrie (Libertarian) 1.4', '\n']","David Beasley
",R,"Republican
",1,"Defeated, 45.2%
",South_Carolina,SC,Jim Hodges (Democratic) 53.2,1998
SC_gov_2002,"['Mark Sanford (Republican) 52.9', '\n']","Jim Hodges
",D,"Democratic
",0,"Defeated, 47.1%
",South_Carolina,SC,Mark Sanford (Republican) 52.9,2002
SC_gov_2006,"['Mark Sanford (R) 55.1', ' Tommy Moore (D) 44.8', '\n']","Mark Sanford
",R,"Republican
",1,"Re-elected
",South_Carolina,SC,Mark Sanford (R) 55.1,2006
SC_gov_2010,"['Nikki Haley (R), 51.4', '\nVincent Sheheen (D), 47.1', '\n\n']","Mark Sanford
",R,"Republican
",1,"Term-limited, Republican victory
",South_Carolina,SC,"Nikki Haley (R), 51.4",2010
SC_gov_2014,['√ Nikki Haley (R)[48] Vincent Sheheen (D)[48] Steve French (L)[48] Morgan Reeves (United Citizens)[48]Tom Ervin (I)\n'],Nikki Haley,R,Republican,1,Re-elected 56%,South_Carolina,SC,"√ Nikki Haley (R)[48] Vincent Sheheen (D)[48] Steve French (L)[48] Morgan Reeves (United Citizens)[48]Tom Ervin (I)
",2014
SD_gov_1978,"['Bill Janklow (Republican) 56.6', 'Roger D. McKellips (Democratic) 43.4', '\n']","Harvey L. Wollman
",D,"Democratic
",0,"Defeated in primary, Republican victory
",South_Dakota,SD,Bill Janklow (Republican) 56.6,1978
SD_gov_1982,"[""Mike O'Connor (Democratic) 29.1"", '\n']","Bill Janklow
",R,"Republican
",1,"Re-elected, 70.9%
",South_Dakota,SD,Mike O'Connor (Democratic) 29.1,1982
SD_gov_1986,"['George S. Mickelson (Republican) 51.8', 'Lars Herseth (Democratic) 48.2', '\n']","Bill Janklow
",R,"Republican
",1,"Term-limited, Republican victory
",South_Dakota,SD,George S. Mickelson (Republican) 51.8,1986
SD_gov_1990,"['Bob L. Samuelson (Democratic) 41.1', '\n']","George S. Mickelson
",R,"Republican
",1,"Re-elected, 58.9%
",South_Dakota,SD,Bob L. Samuelson (Democratic) 41.1,1990
SD_gov_1994,"['Bill Janklow (Republican) 55.4', 'Jim Beddow (Democratic) 40.5', 'Nathan Barton (Libertarian) 4.1', '\n']","Walt Miller
",R,"Republican
",1,"Defeated in primary, Republican victory
",South_Dakota,SD,Bill Janklow (Republican) 55.4,1994
SD_gov_1998,"['Bernie Hunhoff (Democratic) 32.9', 'Bob Newland (Libertarian) 1.7', 'Ronald Wieczorek (Independent) 1.4', '\n']","Bill Janklow
",R,"Republican
",1,"Re-elected, 64.0%
",South_Dakota,SD,Bernie Hunhoff (Democratic) 32.9,1998
SD_gov_2002,"['Mike Rounds (Republican) 56.8', '  Jim Abbott (Democratic) 41.9', '  James Carlson (Independent) 0.7', ' Nathan Barton (Libertarian) 0.6', '\n']","Bill Janklow
",R,"Republican
",1,"Term-limited, Republican victory
",South_Dakota,SD,Mike Rounds (Republican) 56.8,2002
SD_gov_2006,"['Mike Rounds (R) 61.7', ' Jack Billion (D) 36.1', ' Steven Willis (C) 1.2', ' Tom Gerber (L) 1.0', '\n']","Mike Rounds
",R,"Republican
",1,"Re-elected
",South_Dakota,SD,Mike Rounds (R) 61.7,2006
SD_gov_2010,"['Dennis Daugaard (R), 61.5', '\nScott Heidepriem (D), 38.5', '\n\n']","Mike Rounds
",R,"Republican
",1,"Term-limited, Republican victory
",South_Dakota,SD,"Dennis Daugaard (R), 61.5",2010
SD_gov_2014,['√ Dennis Daugaard (R) Susan Wismer (D)[23] Mike Myers (I)[49]\n'],Dennis Daugaard,R,Republican,1,Re-elected 70.5%,South_Dakota,SD,"√ Dennis Daugaard (R) Susan Wismer (D)[23] Mike Myers (I)[49]
",2014
TN_gov_1978,"['Lamar Alexander (Republican) 55.8', 'Jake Butcher (Democratic) 44.2', '\n']","Ray Blanton
",D,"Democratic
",0,"Retired, Republican victory
",Tennessee,TN,Lamar Alexander (Republican) 55.8,1978
TN_gov_1982,"['Randy Tyree (Democratic) 40.4', '\n']","Lamar Alexander
",R,"Republican
",1,"Re-elected, 59.6%
",Tennessee,TN,Randy Tyree (Democratic) 40.4,1982
TN_gov_1986,"['Ned McWherter (Democratic) 54.3', 'Winfield Dunn (Republican) 45.7', '\n']","Lamar Alexander
",R,"Republican
",1,"Term-limited, Democratic victory
",Tennessee,TN,Ned McWherter (Democratic) 54.3,1986
TN_gov_1990,"['Dwight Henry (Republican) 36.6', 'W. Curtis Jacox (Independent) 1.4', 'David Brandon Shepard (Independent) 1.2', '\n']","Ned McWherter
",D,"Democratic
",0,"Re-elected, 60.8%
",Tennessee,TN,Dwight Henry (Republican) 36.6,1990
TN_gov_1994,"['Don Sundquist (Republican) 54.3', 'Phil Bredesen (Democratic) 44.7', 'Stephanie Holt (Independent) 0.7', 'Will Smith (Independent) 0.2', 'Charlie Moffett (Independent) 0.2', '\n']","Ned McWherter
",D,"Democratic
",0,"Term-limited, Republican victory
",Tennessee,TN,Don Sundquist (Republican) 54.3,1994
TN_gov_1998,"['John Jay Hooker (Democratic) 29.5', 'George Hamilton (Independent) 0.6', 'Irwin Gibbs (Independent) 0.5', 'Lonnie Creech (Independent) 0.4', 'Thomas Smith (Independent) 0.2', 'Karl Smithson (Independent) 0.2', '\n']","Don Sundquist
",R,"Republican
",1,"Re-elected, 68.6%
",Tennessee,TN,John Jay Hooker (Democratic) 29.5,1998
TN_gov_2002,"['Phil Bredesen (Democratic) 50.7', '  Van Hilleary (Republican) 47.6', '\n']","Don Sundquist
",R,"Republican
",1,"Term-limited, Democratic victory
",Tennessee,TN,Phil Bredesen (Democratic) 50.7,2002
TN_gov_2006,"['Phil Bredesen (D) 68.6', ' Jim Bryson (R) 29.7', 'Carl Whitaker (I) 0.6', 'George Banks (I) 0.4', 'Charles Smith (I) 0.2', ' Howard Switzer (G) 0.1', 'David Gatchell (I) 0.1', 'Marivuana Stout Leinoff (I) 0.1', '\n']","Phil Bredesen
",D,"Democratic
",0,"Re-elected
",Tennessee,TN,Phil Bredesen (D) 68.6,2006
TN_gov_2010,"['Bill Haslam (R), 65.0', '\nMike McWherter (D), 33.1', '\n\n']","Phil Bredesen
",D,"Democratic
",0,"Term-limited, Republican victory
",Tennessee,TN,"Bill Haslam (R), 65.0",2010
TN_gov_2014,"['√ Bill Haslam (R), 70.3', ' Charlie Brown (D),[50] 22.8', ' John Jay Hooker (I),[50] 2.3', 'Shaun Crowell (Constitution),[50] 2.0', ' Isa Infante (Green),[50] 1.4', ' Daniel Lewis (L),[50] 0.6', ' Steve Coburn (I),[50] 0.6', '\n']",Bill Haslam,R,Republican,1,Re-elected 70.3%,Tennessee,TN,"√ Bill Haslam (R), 70.3",2014
TX_gov_1978,"['Bill Clements (Republican) 50.0', 'John Hill (Democratic) 49.2', 'Mario Compean (La Raza Unida) 0.6', 'Sara Jean Johnston (Socialist Workers) 0.2', '\n']","Dolph Briscoe
",D,"Democratic
",0,"Defeated in primary, Republican victory
",Texas,TX,Bill Clements (Republican) 50.0,1978
TX_gov_1982,"['Mark White (Democratic) 53.2', 'David Hutzelman (Libertarian) 0.6', 'Bob Poteet (U.S. Taxpayers) 0.3', '\n']","Bill Clements
",R,"Republican
",1,"Defeated, 45.9%
",Texas,TX,Mark White (Democratic) 53.2,1982
TX_gov_1986,"['Bill Clements (Republican) 52.7', 'Theresa S. Doyle (Libertarian) 1.2', '\n']","Mark White
",D,"Democratic
",0,"Defeated, 46.0%
",Texas,TX,Bill Clements (Republican) 52.7,1986
TX_gov_1990,"['Ann Richards (Democratic) 49.5', 'Clayton Williams (Republican) 46.9', 'Jeff Daiell (Libertarian) 3.3', '\n']","Bill Clements
",R,"Republican
",1,"Retired, Democratic victory
",Texas,TX,Ann Richards (Democratic) 49.5,1990
TX_gov_1994,"['George W. Bush (Republican) 53.5', 'Keary Ehlers (Libertarian) 0.6', '\n']","Ann Richards
",D,"Democratic
",0,"Defeated, 45.9%
",Texas,TX,George W. Bush (Republican) 53.5,1994
TX_gov_1998,"['Garry Mauro (Democratic) 31.2', 'Lester Turlington (Libertarian) 0.6', '\n']","George W. Bush
",R,"Republican
",1,"Re-elected, 68.2%
",Texas,TX,Garry Mauro (Democratic) 31.2,1998
TX_gov_2002,"['Tony Sanchez (Democratic) 40', 'Jeff Daiell (Libertarian) 1.6', '  Rahul Mahajan (Green) 1', '\n']","Rick Perry
",R,"Republican
",1,"Re-elected, 57.8%
",Texas,TX,Tony Sanchez (Democratic) 40,2002
TX_gov_2006,"['Rick Perry (R) 39.0', ' Chris Bell (D)29.8', ' Carole Keeton (I) 18.1', ' Kinky Friedman (I) 12.4', ' James Werner (L) 0.6', '\n']","Rick Perry
",R,"Republican
",1,"Re-elected
",Texas,TX,Rick Perry (R) 39.0,2006
TX_gov_2010,"['Bill White (D), 42.3', '\nKathie Glas (L)\n\n']","Rick Perry
",R,"Republican
",1,"Re-elected, 55.1%
",Texas,TX,"Bill White (D), 42.3",2010
TX_gov_2014,['√ Greg Abbott (R)[27] Wendy Davis (D)[27] Brandon Parmer (Green)[51]  Kathie Glass (L)[52]\n'],Rick Perry,R,Republican,1,Incumbent retired.Republican hold,Texas,TX,"√ Greg Abbott (R)[27] Wendy Davis (D)[27] Brandon Parmer (Green)[51]  Kathie Glass (L)[52]
",2014
UT_gov_1976,"['Scott M. Matheson (Democratic) 52.02', '  Vernon B. Romney (Republican) 45.96', '  L. S. Brown (American) 1.33', '  Betty Bates (Concerned Citizens) 0.69', '\n']","Calvin L. Rampton
",D,"Democratic
",0,"Retired, Democratic victory
",Utah,UT,Scott M. Matheson (Democratic) 52.02,1976
UT_gov_1980,"['Bob Wright (Republican) 44.4', 'Lawrence Rey Topham (American) 0.4', '\n']","Scott M. Matheson
",D,"Democratic
",0,"Re-elected, 55.2%
",Utah,UT,Bob Wright (Republican) 44.4,1980
UT_gov_1984,"['Norman H. Bangerter (Republican) 55.9', 'Wayne Owens (Democratic) 43.8', '\n']","Scott M. Matheson
",D,"Democratic
",0,"Retired, Republican victory
",Utah,UT,Norman H. Bangerter (Republican) 55.9,1984
UT_gov_1988,"['Ted Wilson (Democratic) 38.4', 'Merrill Cook (Independent) 21.1', 'Kitty K. Burton (Libertarian) 0.3', 'Arly H. Pedersen (Ind. American) 0.2', '\n']","Norman H. Bangerter
",R,"Republican
",1,"Re-elected, 40.1%
",Utah,UT,Ted Wilson (Democratic) 38.4,1988
UT_gov_1992,"['Mike Leavitt (Republican) 42.2', 'Merrill Cook (Independent) 33.6', 'Stewart Hanson (Democratic) 23.3', 'Rita Gum (Populist) 0.5', 'Gary Van Horn (American) 0.2', 'Eleanor Garcia (Socialist Workers) 0.2', 'Linda Metzger-Agin (Independent) 0.1', 'Frank Richins (Independent American) 0.1', '\n']","Norm Bangerter
",R,"Republican
",1,"Retired, Republican victory
",Utah,UT,Mike Leavitt (Republican) 42.2,1992
UT_gov_1996,"['James Bradley  (Democratic) 23.3', 'Ken Larsen (Independent American) 0.7', 'Dub Richards (Independent) 0.6', 'Robert Lesh (Natural Law) 0.4', '\n']","Mike Leavitt
",R,"Republican
",1,"Re-elected, 75.0%
",Utah,UT,James Bradley  (Democratic) 23.3,1996
UT_gov_2000,"['Bill Orton (Democratic) 42.7', 'Jeremy Friedbaum (Independent American) 2', '\n']","Mike Leavitt
",R,"Republican
",1,"Re-elected, 55.8%
",Utah,UT,Bill Orton (Democratic) 42.7,2000
UT_gov_2004,"['Jon Huntsman (Republican) 57.7', 'Scott Matheson (Democratic) 41.4', 'Ken Larsen (Personal Choice) 1', '\n']","Olene Walker
",R,"Republican
",1,"Defeated in primary
",Utah,UT,Jon Huntsman (Republican) 57.7,2004
UT_gov_2008,"['Bob Springmeyer (D) 19.7', 'Dell Schanze (L) 2.6', '\n']","Jon Huntsman
",R,"Republican
",1,"Re-elected, 77.7%
",Utah,UT,Bob Springmeyer (D) 19.7,2008
UT_gov_2010,"['Peter Corroon (D), 31.8', '\nW. Andrew McCullough (L), 11,723 2', '\n\n']","Gary Herbert
",R,"Republican
",1,"Elected to finish term, 64.2%
",Utah,UT,"Peter Corroon (D), 31.8",2010
UT_gov_2012,"['Peter Cooke (D) 27.75', 'Ken Larsen (L) 2.18', '\n']","Gary Herbert
",R,"Republican
",1,"Re-elected, 68.37%
",Utah,UT,Peter Cooke (D) 27.75,2012
UT_gov_2016,['Gary Herbert (Republican)[32]Mike Weinholtz (Democratic)[33]Brian Kamerath (Libertarian)[13]\n'],"Gary Herbert
",R,"Republican
",1,"Incumbent won re-election.
",Utah,UT,"Gary Herbert (Republican)[32]Mike Weinholtz (Democratic)[33]Brian Kamerath (Libertarian)[13]
",2016
VT_gov_1976,"['Richard A. Snelling (Republican) 53.39', '  Stella Hackel (Democratic) 40.48', '  Bernie Sanders (Liberty Union) 6.09', '\n']","Thomas P. Salmon
",D,"Democratic
",0,"Retired, Republican victory
",Vermont,VT,Richard A. Snelling (Republican) 53.39,1976
VT_gov_1978,"['Edwin C. Granai (Democratic) 34.1', 'Earl S. Gardner (Liberty Union) 2.9', '\n']","Richard A. Snelling
",R,"Republican
",1,"Re-elected, 62.8%
",Vermont,VT,Edwin C. Granai (Democratic) 34.1,1978
VT_gov_1980,"['M. Jerome Diamond (Democratic) 36.6', 'Daniel E. Woodward (Independent) 2.5', 'Bruce Cullen (Independent) 1.1', 'John Potthast (Liberty Union) 0.9', '\n']","Richard A. Snelling
",R,"Republican
",1,"Re-elected, 58.7%
",Vermont,VT,M. Jerome Diamond (Democratic) 36.6,1980
VT_gov_1982,"['Madeleine M. Kunin (Democratic) 44.0', 'Richard Gottlieb (Liberty Union) 0.5', 'John L. Buttolph III (Libertarian) 0.5', '\n']","Richard A. Snelling
",R,"Republican
",1,"Re-elected, 55.0%
",Vermont,VT,Madeleine M. Kunin (Democratic) 44.0,1982
VT_gov_1984,"['Madeleine M. Kunin (Democratic) 50.0', 'John J. Easton, Jr. (Republican) 48.5', 'William E. Wicker (Libertarian) 0.8', '\n']","Richard A. Snelling
",R,"Republican
",1,"Retired, Democratic victory
",Vermont,VT,Madeleine M. Kunin (Democratic) 50.0,1984
VT_gov_1986,"['Peter P. Smith (Republican) 38.3', 'Bernie Sanders (Independent) 14.5', '\n']","Madeleine M. Kunin
",D,"Democratic
",0,"Re-elected, 47.0%[2]
",Vermont,VT,Peter P. Smith (Republican) 38.3,1986
VT_gov_1988,"['Michael Bernhardt (Republican) 43.3', 'Richard Gottlieb (Liberty Union) 1.2', '\n']","Madeleine M. Kunin
",D,"Democratic
",0,"Re-elected, 55.3%
",Vermont,VT,Michael Bernhardt (Republican) 43.3,1988
VT_gov_1990,"['Richard A. Snelling (Republican) 51.8', 'Peter Welch (Democratic) 46.0', 'David Atkinson (Libertarian) 1.3', 'Richard F. Gottlieb (Liberty Union) 0.7', '\n']","Madeleine M. Kunin
",D,"Democratic
",0,"Retired, Republican victory
",Vermont,VT,Richard A. Snelling (Republican) 51.8,1990
VT_gov_1992,"['John McClaughry (Republican) 23.0', 'Richard Gottlieb (Liberty Union) 1.6', 'August Jaccaci (Natural Law) 1.0', '\n']","Howard Dean
",D,"Democratic
",0,"Re-elected, 74.7%
",Vermont,VT,John McClaughry (Republican) 23.0,1992
VT_gov_1994,"['David F. Kelley (Republican) 19.0', 'Thomas Morse (Independent) 7.1', 'Dennis Lane (Vermont Grassroots) 1.0', 'William Brueckner (Independent) 1.0', 'August Jaccaci (People of Vermont) 1.0', 'Richard Gottlieb (Liberty Union) 0.8', 'Bill Brunelle (Natural Law) 0.8', '\n']","Howard Dean
",D,"Democratic
",0,"Re-elected, 68.7%
",Vermont,VT,David F. Kelley (Republican) 19.0,1994
VT_gov_1996,"['John Gropper (Republican) 22.5', 'Mal Herbert (Liberty Union) 1.6', 'Dennis Lane (Grassroots) 1.4', 'Bill Brunelle (Natural Law) 1.3', 'August St. John (Independent) 1.3', 'Neil Randall (Libertarian) 1.2', '\n']","Howard Dean
",D,"Democratic
",0,"Re-elected, 70.5%
",Vermont,VT,John Gropper (Republican) 22.5,1996
VT_gov_1998,"['Ruth Dwyer (Republican) 41.1', 'Joel Williams (Grassroots) 1.5', 'Amy Berkey (Libertarian) 1.0', 'Richard Gottlieb (Liberty Union) 0.5', '\n']","Howard Dean
",D,"Democratic
",0,"Re-elected, 55.7%
",Vermont,VT,Ruth Dwyer (Republican) 41.1,1998
VT_gov_2000,"['Ruth Dwyer (Republican) 37.9', 'Anthony Pollina (Progressive) 9.5', 'Phil Stannard (Independent) 0.7', 'Joel Williams (Vermont Grassroots) 0.5', 'Hardy Macia (Libertarian) 0.3', 'Richard Gottlieb (Liberty Union) 0.1', '\n']","Howard Dean
",D,"Democratic
",0,"Re-elected, 50.4%
",Vermont,VT,Ruth Dwyer (Republican) 37.9,2000
VT_gov_2002,"['Jim Douglas (Republican) 44.9', '  Doug Racine (Democratic) 42.4', '  Cornelius Hogan (Independent) 9.7', ' Cris Ericson (Make Marijuana Legal) 0.8', ' Michael Badamo (VT Progressive) 0.6', '  Joel Williams (Libertarian) 0.4', 'Patricia Hejny (VT Grassroots) 0.3', ' Marilynn Christian (Restore Justice-Freedom) 0.3', 'Pete Diamondstone (Liberty Union) 0.3', '\n']","Howard Dean
",D,"Democratic
",0,"Retired, Republican victory
",Vermont,VT,Jim Douglas (Republican) 44.9,2002
VT_gov_2004,"['Peter Clavelle (Democratic) 37.9', 'Cris Ericson (Marijuana) 1.4', 'Patricia Hejny (Independent) 0.8', 'Hardy Machia (Libertarian) 0.8', 'Peter Diamondstone (Liberty Union) 0.4', '\n']","Jim Douglas
",R,"Republican
",1,"Re-elected, 58.7%
",Vermont,VT,Peter Clavelle (Democratic) 37.9,2004
VT_gov_2006,"['Jim Douglas (R) 56.3', ' Scudder Parker (D) 41.1', ' Cris Ericson (I) 0.9', 'Jim Hogue (G) 0.7', ' Benjamin Clarke (I) 0.4', ' Robert Skold (LU) 0.2', '\n']","Jim Douglas
",R,"Republican
",1,"Re-elected
",Vermont,VT,Jim Douglas (R) 56.3,2006
VT_gov_2008,"['Anthony Pollina (I) 21.8', 'Gaye Symington (D) 21.7', ""Tony O'Connor (I) 0.9"", 'Sam Young (I) 0.7', 'Pete Diamondstone (LU) 0.5', 'Cris Ericson (I) 0.5', '\n']","Jim Douglas
",R,"Republican
",1,"Re-elected, 53.4%
",Vermont,VT,Anthony Pollina (I) 21.8,2008
VT_gov_2010,"['Peter Shumlin (D), 49.6', '\nBrian Dubie (R), 47.8', '\n\n']","Jim Douglas
",R,"Republican
",1,"Retired, Democratic victory
",Vermont,VT,"Peter Shumlin (D), 49.6",2010
VT_gov_2012,"['Randy Brock (R) 37.6', 'Emily Peyton (I) 2', '\n']","Peter Shumlin
",D,"Democratic
",0,"Re-elected, 57.8%
",Vermont,VT,Randy Brock (R) 37.6,2012
VT_gov_2014,"['√ Peter Shumlin (D), 46.4', 'Scott Milne (R), 45.3', 'Dan Feliciano (L), 4.4', 'Emily Peyton (I), 1.7', 'Pete Diamondstone (Liberty Union), 0.9', 'Bernard Peters (I), 0.7', 'Cris Ericson (I),[53] 0.6', '\n']",Peter Shumlin,D,Democratic,0,"After no candidate received over 50% of the popular vote, the election was decided in January 2015 by the Vermont General Assembly.",Vermont,VT,"√ Peter Shumlin (D), 46.4",2014
VT_gov_2016,"['Phil Scott (Republican)[34]Sue Minter (Democratic)[35] Bill ""Spaceman"" Lee (Liberty Union)\n']","Peter Shumlin
",D,"Democratic
",0,"Incumbent retired. New governor elected. Republican gain.
",Vermont,VT,"Phil Scott (Republican)[34]Sue Minter (Democratic)[35] Bill ""Spaceman"" Lee (Liberty Union)
",2016
VA_gov_1977,"['John N. Dalton (Republican) 55.90', 'Henry Howell (Democratic) 43.27', 'Alan Ogden (Independent) 0.81', '\n']","Mills E. Godwin, Jr.
",R,"Republican
",1,"Term-limited, Republican victory
",Virginia,VA,John N. Dalton (Republican) 55.90,1977
VA_gov_1981,"['Chuck Robb (Democratic) 53.6', 'Marshall Coleman (Republican) 46.4', '\n']","John N. Dalton
",R,"Republican
",1,"Term-limited, Democratic victory
",Virginia,VA,Chuck Robb (Democratic) 53.6,1981
VA_gov_1985,"['Gerald L. Baliles (Democratic) 55.2', 'Wyatt B. Durrette, Jr. (Republican) 44.8', '\n']","Chuck Robb
",D,"Democratic
",0,"Term-limited, Democratic victory
",Virginia,VA,Gerald L. Baliles (Democratic) 55.2,1985
VA_gov_1989,"['Douglas Wilder (Democratic) 50.19', 'Marshall Coleman (Republican) 49.81', '\n']","Gerald L. Baliles
",D,"Democratic
",0,"Term-limited, Democratic victory
",Virginia,VA,Douglas Wilder (Democratic) 50.19,1989
VA_gov_1993,"['George Allen (Republican) 58.29', 'Mary Sue Terry (Democratic) 40.91', '\n']","Douglas Wilder
",D,"Democratic
",0,"Term-limited, Republican victory
",Virginia,VA,George Allen (Republican) 58.29,1993
VA_gov_1997,"['Jim Gilmore (Republican) 55.8', 'Don Beyer (Democratic) 42.6', 'Sue DeBauche (Reform) 1.5', '\n']","George Allen
",R,"Republican
",1,"Term-limited, Republican victory
",Virginia,VA,Jim Gilmore (Republican) 55.8,1997
VA_gov_2001,"['Mark Warner (Democratic) 52.2', 'Mark Earley (Republican) 47', 'Bill Redpath (Libertarian) 0.8', '\n']","Jim Gilmore
",R,"Republican
",1,"Term-limited, Democratic victory
",Virginia,VA,Mark Warner (Democratic) 52.2,2001
VA_gov_2005,"['Tim Kaine (Democratic) 51.72', 'Jerry Kilgore (Republican) 45.99', 'Russ Potts (Independent) 2.22', '\n']","Mark Warner
",D,"Democratic
",0,"Term-limited, Democratic victory
",Virginia,VA,Tim Kaine (Democratic) 51.72,2005
VA_gov_2009,"['Bob McDonnell (R) 58.6', 'Creigh Deeds (D) 41.3', '\n']","Tim Kaine
",D,"Democratic
",0,"Term-limited, Republican victory
",Virginia,VA,Bob McDonnell (R) 58.6,2009
